,title,name,district,total_price,price,house_type,floor_loc,house_area,house_struc,archi_cate,house_toward,archi_struc,deco_condition,elevator_rate,elevator_equip
144,新小区，停车方便，双南两房，楼层佳，教育资源丰富,锦梅馨苑二手房,闵行,570.0,63702,2室2厅1厨1卫,中楼层 (共18层),89.48,1,1,南,2,1,两梯四户,1
145,金山新城，万达商圈，绿地商品房，精装大两房。,绿地金卫新家园（西区）二手房,金山,148.0,15688,2室2厅1厨1卫,低楼层 (共6层),94.34,1,1,南 北,2,2,一梯两户,0
146,精装小三房，房东诚意出售，满五唯一税费少，楼层好。,漕河景苑二手房,徐汇,1180.0,103855,3室2厅1厨1卫,高楼层 (共18层),113.62,1,1,南,2,1,两梯三户,1
147,西渡优选房  四室两厅两卫  户型方正  满五唯一,澳洲国际花园(公寓)二手房,奉贤,327.0,22701,4室2厅1厨2卫,高楼层 (共6层),144.05,1,1,南 北,2,2,一梯两户,0
148,鸿宝好房出售，两房朝南，中间楼层，不靠高架，诚意卖,鸿宝一村(北区)二手房,奉贤,163.0,22244,2室1厅1厨1卫,低楼层 (共6层),73.28,1,1,南,1,2,一梯两户,0
149,满五唯一税费少，南北通户型采光好，有40平大院子,月亮湾园二手房,浦东,502.0,37770,3室2厅1厨2卫,低楼层 (共6层),132.91,1,1,南,2,1,一梯两户,0
150,自带空中花园+4/8双轨交通+高区视野开阔+滨江金融城,阳光翠竹苑二手房,黄浦,1038.0,81784,2室2厅1厨2卫,高楼层 (共33层),126.92,1,1,南,2,1,两梯两户,1
151,徐家汇内环边08年电梯房，地铁3/4/9号线，全明户型,徐汇长春苑二手房,徐汇,660.0,82676,2室1厅1厨1卫,中楼层 (共17层),79.83,1,1,南 北,2,2,两梯四户,1
152,近地铁口600米，边套，双阳台，客厅带阳台，中间楼层,文怡花园二手房,奉贤,198.0,24515,2室1厅1厨1卫,中楼层 (共6层),80.77,1,1,南,1,2,一梯两户,0
153,中虹家园 两房精装  拎包入住 配套齐全。,中虹家园二手房,浦东,277.0,39130,2室1厅0厨1卫,中楼层 (共14层),70.79,1,1,南,2,1,两梯四户,1
154,花苑村紫竹园 1室1厅 345万,花苑村紫竹园二手房,徐汇,345.0,77598,1室1厅1厨1卫,中楼层 (共6层),44.46,1,1,西,1,2,一梯三户,0
155,安静不靠路 精装修 地铁350米 满五唯一 全明的2室2厅,园西小区二手房,浦东,280.0,41717,2室2厅1厨1卫,高楼层 (共5层),67.12,1,1,南,1,1,一梯三户,0
156,园西 中间楼层 满二 没有增值税 近地铁,园西小区二手房,浦东,218.0,39978,2室1厅1厨1卫,中楼层 (共5层),54.53,1,1,南,1,2,一梯三户,0
157,双南两房，近地铁菜场，总价低两房。,田林七村二手房,徐汇,279.0,59846,2室1厅1厨1卫,高楼层 (共6层),46.62,1,1,南,1,2,一梯五户,0
158,满五+中间楼层+精装修+采光无遮挡+业主诚心出售,潍坊六村二手房,浦东,365.0,112308,1室0厅1厨1卫,中楼层 (共6层),32.5,1,1,南,1,1,一梯四户,0
159,花园小区，宜居，通透，采光好，得房率高，物业口碑好,仁恒滨江园二手房,浦东,1550.0,102378,3室2厅1厨2卫,中楼层 (共9层),151.4,1,1,西南,2,1,一梯两户,1
160,一手动迁房，2号线华夏东路地铁站,顺馨佳园二手房,浦东,412.0,47499,2室1厅1厨1卫,中楼层 (共6层),86.74,1,1,南,2,2,一梯两户,0
161,精装，户型正气，高区视野广阔，全明户型，满五唯一,住友公寓二手房,徐汇,735.0,68526,3室2厅1厨1卫,高楼层 (共22层),107.26,1,2,南,2,1,两梯七户,1
162,满五唯一，近地铁，精装修可拧包入住，配套设施齐全,鸿宝一村(南区)二手房,奉贤,159.0,24690,2室1厅1厨1卫,高楼层 (共6层),64.4,1,1,南,1,1,一梯四户,0
163,拎包入住，中间楼层，一梯三户，采光充足，精装一房,紫薇园二手房,徐汇,409.0,83198,1室1厅1厨1卫,中楼层 (共6层),49.16,1,1,南,1,1,一梯三户,0
164,2号线华夏东路地铁站，交通方便,顺馨佳园二手房,浦东,410.0,47268,2室2厅1厨1卫,中楼层 (共6层),86.74,1,1,南,2,1,一梯两户,0
165,东昌路地铁口+楼层好双南两房+带租约+产权清晰+诚意！,东园一村二手房,浦东,530.0,108830,2室0厅1厨1卫,中楼层 (共6层),48.7,1,1,南,1,1,一梯四户,0
166,房东诚意急售，价格可谈，梓树园正气三房，采光充足,梓树园二手房,徐汇,895.0,69526,3室2厅1厨2卫,低楼层 (共23层),128.73,1,2,南,2,1,两梯六户,1
167,动静分离复式2房+看小区绿化和湖景+诚意售价格可谈,中凯城市之光(静安)二手房,静安,1290.0,108386,2室2厅1厨2卫,低楼层 (共26层),119.02,2,1,南,2,1,两梯五户,1
168,附带阁楼，税费少，位置好，价格可谈,潍坊三村二手房,浦东,285.0,70931,1室2厅1厨1卫,高楼层 (共5层),40.18,1,1,南,1,1,一梯四户,0
169,新出《必卖笋盘》，地铁口，户型正气，静享奢华生活,南辉小区二手房,长宁,530.0,70339,2室1厅1厨1卫,高楼层 (共7层),75.35,1,1,南,2,1,一梯四户,0
170,桂平小区边套三房，全明户型，双南双天井,桂平小区二手房,徐汇,520.0,65500,3室1厅1厨1卫,低楼层 (共6层),79.39,1,1,南,1,1,一梯两户,0
171,中等装修 师大未用 必看好房 中间楼层,花苑茶花园二手房,徐汇,263.0,76144,1室1厅1厨1卫,中楼层 (共6层),34.54,1,1,南,1,2,一梯四户,0
172,近地铁 中间楼层 全明户型 满五唯一,水闸小区二手房,奉贤,165.0,23322,3室1厅1厨1卫,中楼层 (共6层),70.75,1,1,南,1,2,一梯两户,0
173,精装一房，中间楼层，不靠路，产权户口清晰,梅园二街坊二手房,浦东,538.0,142630,1室1厅0厨1卫,中楼层 (共6层),37.72,1,1,南,1,2,一梯四户,0
174,徐姑姑力荐+自住精装+满五年+繁华地段+拎包入住,振兴新村二手房,浦东,156.0,24183,2室1厅1厨1卫,高楼层 (共6层),64.51,1,1,南,1,1,一梯两户,0
175,装修满二年，自住保养，买进的，税费少业主置换,康桥月苑二手房,浦东,266.0,36807,2室2厅1厨1卫,高楼层 (共6层),72.27,1,1,南,2,1,一梯两户,0
176,售后公房，户型方正，全明户型距离世纪大道地铁100米,梅园四街坊二手房,浦东,830.0,90949,3室1厅1厨1卫,低楼层 (共24层),91.26,1,2,东南,2,2,两梯八户,1
177,中间楼层精装修，满五唯一税费少，可拎包入住,鸿宝一村(北区)二手房,奉贤,90.0,29393,1室1厅1厨1卫,中楼层 (共6层),30.62,1,1,南,1,1,一梯四户,0
178,此房是中层 ，客厅朝南小2房，户型合理，居住舒适,舒馨北苑二手房,浦东,235.0,44891,2室1厅1厨1卫,中楼层 (共6层),52.35,1,1,南,2,2,一梯两户,0
179,新上笋盘 近地铁98年大三房 没有增值税 业主诚心出售,妙栏路200弄二手房,浦东,335.0,39815,3室1厅1厨1卫,低楼层 (共6层),84.14,1,1,南 北,1,2,一梯两户,0
180,三林板块+11号线+2009年商品房小区车位配比高南北通,金谊河畔二手房,浦东,735.0,68577,2室2厅1厨1卫,低楼层 (共17层),107.18,1,1,南,2,1,一梯两户,1
181,中间楼层，花园位置，一梯两户，隐私性更好,金浦小区(塘桥)二手房,浦东,428.0,77257,2室1厅1厨1卫,中楼层 (共6层),55.4,1,1,南,1,1,一梯两户,0
182,新装修过看房方便+有车位+看中可谈,江临天下二手房,浦东,1410.0,85079,4室2厅1厨2卫,低楼层 (共35层),165.73,1,1,南 西南,2,1,六梯六户,1
183,房龄新  户型方正  双阳台 园西 交通便利,钻石苑二手房,浦东,350.0,42893,2室1厅1厨1卫,中楼层 (共5层),81.6,1,1,南,2,3,一梯两户,0
184,满五年唯一，复式房，采光好，户型通透,旺族家园二手房,浦东,520.0,27557,5室3厅1厨2卫,高楼层 (共6层),188.7,2,1,南,2,1,一梯四户,0
185,水闸小区 满五唯一，全明户型，63.8平  2室1厅,水闸小区二手房,奉贤,153.0,23982,2室1厅1厨1卫,高楼层 (共6层),63.8,1,1,南,1,2,一梯两户,0
186,六楼带阁楼  业主置换 有钥匙 随时看房,新南家园二手房,奉贤,233.0,25832,2室2厅1厨1卫,高楼层 (共6层),90.2,1,1,南,2,2,一梯两户,0
187,朝南一房，中间楼层，可直接入住，近地铁近医院,田林十四村二手房,徐汇,315.0,76327,1室0厅1厨1卫,中楼层 (共18层),41.27,1,2,南,2,2,两梯九户,1
188,盛大低总价，看小区绿化景观，钥匙房，业主诚意出售,盛大金磐二手房,浦东,2088.0,107270,3室2厅1厨3卫,中楼层 (共43层),194.65,1,1,南,2,1,三梯三户,1
189,开发商的样板房+进口全新家私丨现诚心速售丨看再谈,陆家嘴壹号院二手房,浦东,2870.0,146317,4室2厅2厨2卫,低楼层 (共15层),196.15,1,1,南,2,1,三梯两户,1
190,边套有窗+满五唯一+楼下小花园+近地铁六院+产权清晰,田林十四村二手房,徐汇,263.0,69762,1室1厅1厨1卫,高楼层 (共6层),37.7,1,1,南,1,2,一梯四户,0
191,此房满五唯一，交通便利，配套齐全,美兰湖中华园二手房,宝山,361.0,41093,3室2厅1厨1卫,低楼层 (共6层),87.85,2,1,东,2,1,一梯两户,1
192,顶楼复式，5+1房！约50平米露台！有钥匙！随时看,华丽家族古北花园二手房,长宁,3698.0,107691,5室3厅1厨5卫,高楼层 (共19层),343.39,2,1,南,2,0,一梯两户,1
193,房型方正采光充足诚意出售随时看房 交通便利四轨交汇,德怡苑二手房,普陀,377.0,71878,1室1厅1厨1卫,中楼层 (共21层),52.45,1,2,南,2,1,两梯十五户,1
194,寿德坊 1室1厅 309万,寿德坊二手房,徐汇,309.0,62174,1室1厅1厨1卫,低楼层 (共6层),49.7,1,1,南,1,2,一梯两户,0
195,临港自贸区 2楼 南北通透 带储藏室 龙湖天街街旁,金碧汇虹苑二手房,奉贤,175.0,20589,2室2厅1厨1卫,低楼层 (共6层),85.0,1,1,南 北,2,3,一梯两户,0
196,交通便利+简单装修+看房方便+满五唯一+诚心出售,鸿宝二村二手房,奉贤,163.0,19881,3室1厅1厨1卫,高楼层 (共6层),81.99,1,1,南,1,2,一梯三户,0
197,房子是满五年唯一，税少附储藏间，婚房装修。诚心出售,金碧汇虹苑二手房,奉贤,199.8,20714,3室2厅1厨1卫,高楼层 (共6层),96.46,1,1,南,2,1,一梯两户,0
198,宜山路站，港式花园小区，双南户型，采光无遮挡,明园小安桥二手房,徐汇,870.0,94340,2室2厅1厨1卫,低楼层 (共18层),92.22,1,1,南,2,1,两梯四户,1
199,8.9万\平距黄浦江约100米一线江景盘270度赏园景水景,财富海景花园二手房,浦东,3100.0,89731,4室2厅1厨3卫,低楼层 (共38层),345.48,1,1,南,2,1,五梯三户,1
200,满五唯一税费少 钥匙房 看房方便 业主自住装修 诚售,米兰诺贵都二手房,松江,338.0,37974,3室1厅1厨1卫,中楼层 (共19层),89.01,1,1,南,2,1,两梯三户,1
201,一手动迁满五唯一 无个税无增值税 户型正气采光好,明珠小区(川沙)二手房,浦东,288.0,30323,2室2厅1厨1卫,高楼层 (共6层),94.98,1,1,南,1,1,一梯四户,0
202,内环内8号线地铁口 1996年房龄 全明户型 采光明亮,青云路612号二手房,静安,396.0,56758,2室1厅1厨1卫,高楼层 (共6层),69.77,1,1,南 西 北,1,2,一梯四户,0
203,双天井，近地铁，随时看房，诚心出售，价格可谈,听潮一村二手房,浦东,153.0,25715,2室1厅1厨1卫,低楼层 (共6层),59.5,1,1,南 北,1,2,一梯两户,0
204,低总价两方 满五唯一 无抵押房东诚意出售,彭新小区二手房,静安,225.0,44153,2室1厅1厨1卫,高楼层 (共6层),50.96,1,1,南 北,1,2,一梯四户,0
205,东湖路上俯瞰淮海中路洋房景观，一南一北，厅朝南,嘉丽苑(徐汇)二手房,徐汇,1438.0,118952,2室2厅1厨2卫,高楼层 (共31层),120.89,1,1,南,2,1,两梯四户,1
206,近地铁600米，居家装修，非顶楼，三个阳台，全明户型,文怡花园二手房,奉贤,200.0,23167,2室2厅1厨1卫,高楼层 (共6层),86.33,1,1,南,1,1,一梯四户,0
207,万科优诗美地 3室2厅 670万,万科优诗美地二手房,闵行,670.0,54081,3室2厅1厨2卫,中楼层 (共5层),123.89,1,1,南,2,1,一梯两户,0
208,免增值税，户型方正，明星楼盘。,青厦小区二手房,浦东,210.0,36370,2室1厅1厨1卫,高楼层 (共6层),57.74,1,1,南,1,2,一梯两户,0
209,笋盘 正对世纪公园大平层 8.1万/平 满五唯一 有钥匙,御景园二手房,浦东,1860.0,81953,5室2厅1厨2卫,中楼层 (共4层),226.96,1,1,南 北,2,1,一梯两户,0
210,歌林大三房—全明户型—两南一北—总价低,歌林春天馨园二手房,静安,966.0,75440,3室2厅1厨2卫,低楼层 (共14层),128.05,1,1,南,2,2,一梯两户,1
211,精装带阁楼三房，附带产权车位，你确定不来看看吗？,人生港湾南欧城二手房,浦东,288.0,35157,3室2厅1厨2卫,高楼层 (共17层),81.92,1,1,南,2,1,两梯四户,1
212,总价低满五唯一 精装修 上圆西近轨交 诚心卖随时看,万馨佳园二手房,浦东,245.0,44717,1室2厅1厨1卫,中楼层 (共6层),54.79,1,1,南,2,1,一梯两户,0
213,毫装大四房，全明南北直通，小区钟心花园位置视野好,中远两湾城二手房,普陀,1200.0,73171,4室2厅2厨2卫,低楼层 (共34层),164.0,1,1,南 北,2,1,两梯三户,1
214,南北通，一手动迁，满五年唯一，简装，可直接出租,康桥宝邸二手房,浦东,292.0,39043,2室2厅1厨1卫,高楼层 (共6层),74.79,1,1,南 北,2,2,一梯两户,0
215,售后公房税少，非顶层飞机户型，业主诚售看房方便,大华一村二手房,宝山,440.0,51211,3室1厅1厨1卫,高楼层 (共6层),85.92,1,1,南 北,1,2,一梯两户,0
216,满两年，纯毛坯，户型方正，价位合理，价位便宜,保利家园二手房,嘉定,275.0,33302,2室2厅1厨1卫,低楼层 (共24层),82.58,1,1,南,2,3,两梯四户,1
217,永清二村 1室1厅 165万,永清二村二手房,宝山,165.0,37280,1室1厅1厨1卫,低楼层 (共6层),44.26,1,1,南,1,2,一梯两户,0
218,用心选房，南北的两房，距离花园近，业主诚心出售的,长丰坊二手房,徐汇,378.0,70392,2室1厅1厨1卫,低楼层 (共6层),53.7,1,1,南 北,1,2,一梯两户,0
219,上钞苑 新上顶楼复式 旖旎风光多难觅 春花秋月揽月明,上钞苑二手房,普陀,915.0,68157,4室2厅1厨2卫,高楼层 (共6层),134.25,2,1,南 北,2,2,一梯两户,0
220,万科品质，精装三房，满五唯一，税费少,万科城市花园二手房,闵行,535.0,59280,3室2厅1厨2卫,高楼层 (共6层),90.25,1,1,南,2,1,一梯两户,0
221,日式精装修南北通大三房，双楠双阳台啊，诚意出售！,秋月枫舍二手房,普陀,920.0,71032,3室2厅1厨2卫,低楼层 (共28层),129.52,1,1,南,2,1,一梯四户,1
222,静教院 满五看花园 高区采光好 看房方便 业主诚售,静安兴海城二手房,静安,1490.0,103906,3室2厅1厨2卫,高楼层 (共24层),143.4,1,2,南 西,2,1,两梯六户,1
223,牡丹逸庭 2室1厅 198万,牡丹逸庭二手房,松江,198.0,27747,2室1厅1厨1卫,低楼层 (共18层),71.36,1,1,南,2,3,两梯四户,1
224,地铁口 外环内  降价11万 小区中间位置  电梯三房,新梅广场二手房,闵行,557.0,55149,3室2厅1厨1卫,低楼层 (共24层),101.0,1,1,南,2,1,两梯四户,1
225,品质小区 电梯高区 视野开阔 一梯两户 随时可看,莲花河畔景苑二手房,闵行,657.0,70036,2室1厅1厨1卫,中楼层 (共11层),93.81,1,1,南,2,1,一梯两户,1
226,苏州河景观社区，市区独享私家20平花园，双南板式户型,水岸茗苑二手房,普陀,950.0,70875,3室2厅1厨1卫,低楼层 (共18层),134.04,1,1,南,2,1,两梯四户,1
227,钥匙房， 0个税，双南户型，南北通，景观楼层,象屿都城二手房,松江,345.0,38782,2室1厅1厨1卫,高楼层 (共5层),88.96,1,1,南,2,1,一梯两户,0
228,静安寺板块 高区 满五年唯一税少 精装修 可以拎包入住,南阳小区二手房,静安,640.0,87672,2室1厅1厨1卫,高楼层 (共25层),73.0,1,2,南,2,1,两梯九户,1
229,高买入价，税低，高区，采光好，精装修,静安均泰丽轩二手房,静安,1480.0,99872,3室2厅1厨2卫,高楼层 (共30层),148.19,1,1,南 北,2,1,两梯两户,1
230,惊！！风荷园出罕见，此时不看何时来看？,长风二村风荷园二手房,普陀,398.0,63772,2室1厅1厨1卫,中楼层 (共6层),62.41,1,1,南,1,2,一梯四户,0
231,优质三房，近地铁，税费少，全明户型，楼层低,新泾六村二手房,长宁,370.0,55027,3室1厅1厨1卫,低楼层 (共6层),67.24,1,1,南 北,1,2,一梯两户,0
232,满五唯一税费少，精装修，看房方便，两房朝南,三花现代城(一期丹桂苑)二手房,宝山,491.0,56108,2室2厅1厨1卫,低楼层 (共15层),87.51,1,1,南,2,1,一梯三户,1
233,莘南花苑一村 2室1厅 418万,莘南花苑一村二手房,闵行,418.0,60093,2室1厅1厨1卫,高楼层 (共6层),69.56,1,1,南,1,0,一梯两户,0
234,苏州河景观三房  敞亮舒适  总价单价低 且带电梯,恒丰大楼(静安)二手房,静安,680.0,66511,3室1厅1厨1卫,中楼层 (共33层),102.24,1,2,南,2,1,两梯八户,1
235,一手动迁，满三年无增值税，户型正气，,美罗家园金丰苑二手房,宝山,185.0,26812,2室1厅1厨1卫,中楼层 (共18层),69.0,1,1,南,2,3,一梯四户,3
236,居家精装修、双南两房、西边套全明、近锦江乐园站,花苑村丁香园二手房,徐汇,368.0,62331,2室1厅1厨1卫,低楼层 (共6层),59.04,1,1,南,1,1,一梯两户,0
237,小区中间位置，户型方正，小区环境好，近地铁，,铭晖西郊苑二手房,长宁,950.0,65945,3室2厅1厨2卫,低楼层 (共6层),144.06,3,1,南 北,2,2,一梯两户,0
238,明强东校 一梯两户，精装修，户型正气，产权清晰,蒲汇新村二手房,闵行,475.0,70717,2室1厅1厨1卫,中楼层 (共6层),67.17,1,1,南,1,1,一梯两户,0
239,内环二楼电梯房，西南两房 ，视野好，无遮挡,海运新村二手房,浦东,415.0,53445,2室1厅0厨1卫,低楼层 (共18层),77.65,1,2,西南,2,2,两梯八户,1
240,满五唯一非顶楼，南北两房，位置不靠马路 诚售,上泰花苑二手房,浦东,490.0,59706,2室2厅1厨1卫,高楼层 (共6层),82.07,1,1,南,1,2,一梯两户,0
241,正南两房 满五唯一  湖景旁边 精装修  自住 看房方便,慧芝湖花园二手房,静安,800.0,91210,2室2厅1厨1卫,高楼层 (共18层),87.71,1,1,南,2,1,两梯四户,1
242,正气三房 采光好 无遮挡 满五 新上,象屿郦庭二手房,宝山,660.0,56137,3室2厅1厨2卫,高楼层 (共13层),117.57,1,1,南,2,1,一梯两户,1
243,近康健公园   环境优美   总价低   诚意出售,冠生园路237弄二手房,徐汇,266.0,60884,1室1厅1厨1卫,高楼层 (共6层),43.69,1,1,南,1,2,一梯四户,0
244,满五年唯一税少，南北双阳台，格局正气,泰宝华庭(公寓)二手房,杨浦,1188.0,133499,2室2厅1厨1卫,高楼层 (共8层),88.99,1,1,南 北,2,1,一梯两户,1
245,一梯2户 双南户型 小区位置佳 高区 采光好,青厦小区二手房,浦东,245.0,34742,2室1厅1厨1卫,高楼层 (共6层),70.52,1,1,南,1,2,一梯两户,0
246,新上房源 位置好 稀有户型和楼层 精装双南双阳台,浣纱六村二手房,杨浦,450.0,64195,2室1厅1厨1卫,中楼层 (共7层),70.1,1,1,南,2,1,一梯四户,0
